Date,ISO,Country,Scale,Note
27/03/2020,DEU,Germany,National,
27/03/2020,DJI,Djibouti,National,
27/03/2020,DMA,Dominica,National,Data on enrolment in tertiary education programmes is not available.
27/03/2020,DNK,Denmark,National,
27/03/2020,DOM,Dominican Republic,National,
27/03/2020,DZA,Algeria,National,
27/03/2020,ECU,Ecuador,National,
27/03/2020,EGY,Egypt,National,
27/03/2020,ERI,Eritrea,National,
27/03/2020,ESP,Spain,National,
27/03/2020,EST,Estonia,National,
27/03/2020,ETH,Ethiopia,National,
27/03/2020,FIN,Finland,National,
27/03/2020,FJI,Fiji,National,
27/03/2020,FRA,France,National,
27/03/2020,FRO,Faroe Islands,National,"Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
27/03/2020,FSM,Micronesia (Federated States of),National,
27/03/2020,GAB,Gabon,National,
27/03/2020,GBR,United Kingdom of Great Britain and Northern Ireland,National,
27/03/2020,GEO,Georgia,National,
27/03/2020,GHA,Ghana,National,
27/03/2020,GIB,Gibraltar,National,Data on enrolment in tertiary education programmes is not available.
27/03/2020,GIN,Guinea,National,
27/03/2020,GMB,Gambia,National,
27/03/2020,GNB,Guinea-Bissau,National,Data on enrolment in tertiary education programmes is not available.
27/03/2020,GNQ,Equatorial Guinea ,National,Data on enrolment in tertiary education programmes is not available.
27/03/2020,GRC,Greece,National,
27/03/2020,GRD,Grenada,National,
27/03/2020,GRL,Greenland,Localized,
27/03/2020,GTM,Guatemala,National,
27/03/2020,GUY,Guyana,National,
27/03/2020,HND,Honduras,National,
27/03/2020,HRV,Croatia,National,
27/03/2020,HTI,Haiti,National,
27/03/2020,HUN,Hungary,National,
27/03/2020,IDN,Indonesia,National,
27/03/2020,IND,India,National,
27/03/2020,IRL,Ireland,National,
27/03/2020,IRN,Iran (Islamic Republic of),National,
27/03/2020,IRQ,Iraq,National, Universities on term break. Closures not related to COVID-19. 
27/03/2020,ISL,Iceland,National,"Primary education institutions can remain open, if classes of under 20 children are assured."
27/03/2020,ISR,Israel,National,
27/03/2020,ITA,Italy,National,
27/03/2020,JAM,Jamaica,National,
27/03/2020,JOR,Jordan,National,
27/03/2020,JPN,Japan,National,
27/03/2020,KAZ,Kazakhstan,National,
27/03/2020,KEN,Kenya,National,
27/03/2020,KGZ,Kyrgyzstan ,National,
27/03/2020,KHM,Cambodia,National,
27/03/2020,KOR,Republic of Korea,National,"Following an initial postponement of 2 weeks, universities have started the academic year. Group and face-to-face classes are strongly discouraged, and universities are offering online classes."
27/03/2020,KWT,Kuwait,National,
27/03/2020,LAO,Lao PDR,National,
27/03/2020,LBN,Lebanon,National,
27/03/2020,LBR,Liberia,National,
27/03/2020,LBY,Libya,National,
27/03/2020,LCA,Saint Lucia,National,
27/03/2020,LIE,Liechtenstein,National,
27/03/2020,LKA,Sri Lanka,National,
27/03/2020,LSO,Lesotho,National,
27/03/2020,LTU,Lithuania,National,
27/03/2020,LUX,Luxembourg,National,
27/03/2020,LVA,Latvia,National,
27/03/2020,MAR,Morocco,National,
27/03/2020,MCO,Monaco,National,
27/03/2020,MDA,Republic of Moldova,National,
27/03/2020,MDG,Madagascar,National,
27/03/2020,MDV,Maldives,National,
27/03/2020,MEX,Mexico,National,
27/03/2020,MKD,North Macedonia,National,
27/03/2020,MLI,Mali,National,
27/03/2020,MLT,Malta,National,
27/03/2020,MMR,Myanmar,National,
27/03/2020,MNE,Montenegro ,National,
27/03/2020,MNG,Mongolia,National,
27/03/2020,MOZ,Mozambique,National,
27/03/2020,MRT,Mauritania ,National,
27/03/2020,MSR,Montserrat,National,
27/03/2020,MUS,Mauritius,National,
27/03/2020,MWI,Malawi ,National,
27/03/2020,MYS,Malaysia,National,
27/03/2020,NAM,Namibia  ,National,
27/03/2020,NER,Niger,National,
27/03/2020,NGA,Nigeria,National,
27/03/2020,NLD,Netherlands,National,
27/03/2020,NOR,Norway,National,
27/03/2020,NPL,Nepal,National,
27/03/2020,NZL,New Zealand,National,
27/03/2020,OMN,Oman,National,
27/03/2020,PAK,Pakistan ,National,
27/03/2020,PAN,Panama,National,
27/03/2020,PER,Peru,National,
27/03/2020,PHL,Philippines,National,
27/03/2020,PLW,Palau,National,
27/03/2020,PNG,Papua New Guinea,National,
27/03/2020,POL,Poland,National,
27/03/2020,PRK,Democratic People's Republic of Korea,National,
27/03/2020,PRT,Portugal,National,
27/03/2020,PRY,Paraguay ,National,
27/03/2020,PSE,Palestine,National,
27/03/2020,QAT,Qatar,National,
27/03/2020,ROU,Romania,National," While all schools are closed, most universities are open. "
27/03/2020,RUS,Russian Federation,Localized, Majority of schools on holiday 
27/03/2020,RWA,Rwanda ,National,
27/03/2020,SAU,Saudi Arabia,National,
27/03/2020,SDN,Sudan,National,
27/03/2020,SEN,Senegal,National,
27/03/2020,SLB,Solomon Islands,National,
27/03/2020,SLV,El Salvador,National,
27/03/2020,SMR,San Marino,National,
27/03/2020,SOM,Somalia,National,Data on enrolment in tertiary education programmes is not available.
27/03/2020,SRB,Serbia,National,
27/03/2020,SSD,South Sudan,National,Data on enrolment in tertiary education programmes is not available.
27/03/2020,STP,São Tomé and Príncipe,National,
27/03/2020,SUR,Surinam,National,
27/03/2020,SVK,Slovakia,National,
27/03/2020,SVN,Slovenia,National,
27/03/2020,SWE,Sweden,National,National closure of all upper secondary educational institutions and universities.
27/03/2020,SWZ,Eswatini,National,
27/03/2020,SXM,Sint Marteen,National,
27/03/2020,SYC,Seychelles,Localized,
27/03/2020,SYR,Syria Arab Republic,National,
27/03/2020,TCA,Turks and Caicos Island,National,
27/03/2020,TCD,Chad,National,
27/03/2020,TGO,Togo,National,
27/03/2020,THA,Thailand,National,
27/03/2020,TLS,Timor-Leste,National,
27/03/2020,TON,Tonga,National,
27/03/2020,TTO,Trinidad and Tobago,National,
27/03/2020,TUN,Tunisia,National,
27/03/2020,TUR,Turkey,National,
27/03/2020,TZA,United Republic of Tanzania,National,Data on enrolment in tertiary education programmes is not available.
27/03/2020,UGA,Uganda,National,
27/03/2020,UKR,Ukraine,National,
27/03/2020,URY,Uruguay,National,
27/03/2020,USA,United States of America,Localized,
27/03/2020,UZB,Uzbekistan,National,
27/03/2020,VCT,Saint Vincent and the Grenadines,National,
27/03/2020,VEN,Venezuela,National,Data on enrolment in tertiary education programmes is not available.
27/03/2020,VGB,British Virgin Islands,National,
27/03/2020,VNM,Viet Nam,National,"While all schools are closed, Grade 12 students are still attending classes, and universities have the choice to remain open. "
27/03/2020,VUT,Vanuatu,National,
27/03/2020,WSM,Samoa,National,
27/03/2020,YEM,Yemen,National,
27/03/2020,ZAF,South Africa,National,
27/03/2020,ZMB,Zambia,National,
27/03/2020,ZWE,Zimbabwe,National,
28/03/2020,ABW,Aruba,National,
28/03/2020,AFG,Afghanistan,National,
28/03/2020,AGO,Angola,National,
28/03/2020,AIA,Anguilla,National,
28/03/2020,ALB,Albania,National,
28/03/2020,AND,Andorra,National,
28/03/2020,ARE,United Arab Emirates,National,
28/03/2020,ARG,Argentina ,National,
28/03/2020,ARM,Armenia,National,
28/03/2020,AUS,Australia,Localized,
28/03/2020,AUT,Austria,National,
28/03/2020,AZE,Azerbaijan,National,
28/03/2020,BEL,Belgium,National,
28/03/2020,BFA,Burkina Faso ,National,
28/03/2020,BGD,Bangladesh,National,
28/03/2020,BGR,Bulgaria,National,
28/03/2020,BHR,Bahrain,National,
28/03/2020,BHS,Bahamas,National,Data on enrolment in tertiary education programmes is not available.
28/03/2020,BIH,Bosnia and Herzegovina,National,
28/03/2020,BLZ,Belize,National,
28/03/2020,BMU,Bermuda,National,
28/03/2020,BOL,Bolivia (Plurinational State of),National,Data on enrolment in tertiary education programmes is not available.
28/03/2020,BRA,Brazil,Localized,
28/03/2020,BRB,Barbados,National,
28/03/2020,BTN,Bhutan,National,
28/03/2020,BWA,Botswana,National,
28/03/2020,CAN,Canada,Localized,"The ten Provinces and three Territories have mandated closures of educational institutions, with varying dates, which in some cases coincide with the term break and therefore not related to COVID-19. "
28/03/2020,CHE,Switzerland,National,
28/03/2020,CHL,Chile,National,
28/03/2020,CHN,China,National,
28/03/2020,CHN,"China, Hong Kong Special Administrative Region",National,
28/03/2020,CHN,"China, Macao Special Administrative Region",National,
28/03/2020,CIV,Cote d'Ivoire,National,
28/03/2020,CMR,Cameroon,National,
28/03/2020,COD,Democratic Republic of the Congo,National,
28/03/2020,COK,Cook Islands,National,
28/03/2020,COL,Colombia,National,
28/03/2020,COM,Comoros,National,
28/03/2020,CRI,Costa Rica,National,
28/03/2020,CUB,Cuba,National,
28/03/2020,CUW,Curaçao,National,
28/03/2020,CYM,Cayman Islands,National,Data on enrolment in tertiary education programmes is not available.
28/03/2020,CYP,Cyprus,National,
28/03/2020,CZE,Czechia,National,
28/03/2020,DEU,Germany,National,
28/03/2020,DJI,Djibouti,National,
28/03/2020,DMA,Dominica,National,Data on enrolment in tertiary education programmes is not available.
28/03/2020,DNK,Denmark,National,
28/03/2020,DOM,Dominican Republic,National,
28/03/2020,DZA,Algeria,National,
28/03/2020,ECU,Ecuador,National,
28/03/2020,EGY,Egypt,National,
28/03/2020,ERI,Eritrea,National,
28/03/2020,ESP,Spain,National,
28/03/2020,EST,Estonia,National,
28/03/2020,ETH,Ethiopia,National,
28/03/2020,FIN,Finland,National,
28/03/2020,FJI,Fiji,National,
28/03/2020,FRA,France,National,
28/03/2020,FRO,Faroe Islands,National,"Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
28/03/2020,FSM,Micronesia (Federated States of),National,
28/03/2020,GAB,Gabon,National,
28/03/2020,GBR,United Kingdom of Great Britain and Northern Ireland,National,
28/03/2020,GEO,Georgia,National,
28/03/2020,GHA,Ghana,National,
28/03/2020,GIB,Gibraltar,National,Data on enrolment in tertiary education programmes is not available.
28/03/2020,GIN,Guinea,National,
28/03/2020,GMB,Gambia,National,
28/03/2020,GNB,Guinea-Bissau,National,Data on enrolment in tertiary education programmes is not available.
28/03/2020,GNQ,Equatorial Guinea ,National,Data on enrolment in tertiary education programmes is not available.
28/03/2020,GRC,Greece,National,
28/03/2020,GRD,Grenada,National,
28/03/2020,GRL,Greenland,Localized,
28/03/2020,GTM,Guatemala,National,
28/03/2020,GUY,Guyana,National,
28/03/2020,HND,Honduras,National,
28/03/2020,HRV,Croatia,National,
28/03/2020,HTI,Haiti,National,
28/03/2020,HUN,Hungary,National,
28/03/2020,IDN,Indonesia,National,
28/03/2020,IND,India,National,
28/03/2020,IRL,Ireland,National,
28/03/2020,IRN,Iran (Islamic Republic of),National,
28/03/2020,IRQ,Iraq,National, Universities on term break. Closures not related to COVID-19. 
28/03/2020,ISL,Iceland,National,"Primary education institutions can remain open, if classes of under 20 children are assured."
28/03/2020,ISR,Israel,National,
28/03/2020,ITA,Italy,National,
28/03/2020,JAM,Jamaica,National,
28/03/2020,JOR,Jordan,National,
28/03/2020,JPN,Japan,National,
28/03/2020,KAZ,Kazakhstan,National,
28/03/2020,KEN,Kenya,National,
28/03/2020,KGZ,Kyrgyzstan ,National,
28/03/2020,KHM,Cambodia,National,
28/03/2020,KOR,Republic of Korea,National,"Following an initial postponement of 2 weeks, universities have started the academic year. Group and face-to-face classes are strongly discouraged, and universities are offering online classes."
28/03/2020,KWT,Kuwait,National,
28/03/2020,LAO,Lao PDR,National,
28/03/2020,LBN,Lebanon,National,
28/03/2020,LBR,Liberia,National,
28/03/2020,LBY,Libya,National,
28/03/2020,LCA,Saint Lucia,National,
28/03/2020,LIE,Liechtenstein,National,
28/03/2020,LKA,Sri Lanka,National,
28/03/2020,LSO,Lesotho,National,
28/03/2020,LTU,Lithuania,National,
28/03/2020,LUX,Luxembourg,National,
28/03/2020,LVA,Latvia,National,
28/03/2020,MAR,Morocco,National,
28/03/2020,MCO,Monaco,National,
28/03/2020,MDA,Republic of Moldova,National,
28/03/2020,MDG,Madagascar,National,
28/03/2020,MDV,Maldives,National,
28/03/2020,MEX,Mexico,National,
28/03/2020,MKD,North Macedonia,National,
28/03/2020,MLI,Mali,National,
28/03/2020,MLT,Malta,National,
28/03/2020,MMR,Myanmar,National,
28/03/2020,MNE,Montenegro ,National,
28/03/2020,MNG,Mongolia,National,
28/03/2020,MOZ,Mozambique,National,
28/03/2020,MRT,Mauritania ,National,
28/03/2020,MSR,Montserrat,National,
28/03/2020,MUS,Mauritius,National,
28/03/2020,MWI,Malawi ,National,
28/03/2020,MYS,Malaysia,National,
28/03/2020,NAM,Namibia  ,National,
28/03/2020,NER,Niger,National,
28/03/2020,NGA,Nigeria,National,
28/03/2020,NLD,Netherlands,National,
28/03/2020,NOR,Norway,National,
28/03/2020,NPL,Nepal,National,
28/03/2020,NZL,New Zealand,National,
28/03/2020,OMN,Oman,National,
28/03/2020,PAK,Pakistan ,National,
28/03/2020,PAN,Panama,National,
28/03/2020,PER,Peru,National,
28/03/2020,PHL,Philippines,National,
28/03/2020,PLW,Palau,National,
28/03/2020,PNG,Papua New Guinea,National,
28/03/2020,POL,Poland,National,
28/03/2020,PRK,Democratic People's Republic of Korea,National,
28/03/2020,PRT,Portugal,National,
28/03/2020,PRY,Paraguay ,National,
28/03/2020,PSE,Palestine,National,
28/03/2020,QAT,Qatar,National,
28/03/2020,ROU,Romania,National," While all schools are closed, most universities are open. "
28/03/2020,RUS,Russian Federation,Localized, Majority of schools on holiday 
28/03/2020,RWA,Rwanda ,National,
28/03/2020,SAU,Saudi Arabia,National,
28/03/2020,SDN,Sudan,National,
28/03/2020,SEN,Senegal,National,
28/03/2020,SLB,Solomon Islands,National,
28/03/2020,SLV,El Salvador,National,
28/03/2020,SMR,San Marino,National,
28/03/2020,SOM,Somalia,National,Data on enrolment in tertiary education programmes is not available.
28/03/2020,SRB,Serbia,National,
28/03/2020,SSD,South Sudan,National,Data on enrolment in tertiary education programmes is not available.
28/03/2020,STP,São Tomé and Príncipe,National,
28/03/2020,SUR,Surinam,National,
28/03/2020,SVK,Slovakia,National,
28/03/2020,SVN,Slovenia,National,
28/03/2020,SWE,Sweden,National,National closure of all upper secondary educational institutions and universities.
28/03/2020,SWZ,Eswatini,National,
28/03/2020,SXM,Sint Marteen,National,
28/03/2020,SYC,Seychelles,Localized,
28/03/2020,SYR,Syria Arab Republic,National,
28/03/2020,TCA,Turks and Caicos Island,National,
28/03/2020,TCD,Chad,National,
28/03/2020,TGO,Togo,National,
28/03/2020,THA,Thailand,National,
28/03/2020,TLS,Timor-Leste,National,
28/03/2020,TON,Tonga,National,
28/03/2020,TTO,Trinidad and Tobago,National,
28/03/2020,TUN,Tunisia,National,
28/03/2020,TUR,Turkey,National,
28/03/2020,TZA,United Republic of Tanzania,National,Data on enrolment in tertiary education programmes is not available.
28/03/2020,UGA,Uganda,National,
28/03/2020,UKR,Ukraine,National,
28/03/2020,URY,Uruguay,National,
28/03/2020,USA,United States of America,Localized,
28/03/2020,UZB,Uzbekistan,National,
28/03/2020,VCT,Saint Vincent and the Grenadines,National,
28/03/2020,VEN,Venezuela,National,Data on enrolment in tertiary education programmes is not available.
28/03/2020,VGB,British Virgin Islands,National,
28/03/2020,VNM,Viet Nam,National,"While all schools are closed, Grade 12 students are still attending classes, and universities have the choice to remain open. "
28/03/2020,VUT,Vanuatu,National,
28/03/2020,WSM,Samoa,National,
28/03/2020,YEM,Yemen,National,
28/03/2020,ZAF,South Africa,National,
28/03/2020,ZMB,Zambia,National,
28/03/2020,ZWE,Zimbabwe,National,
29/03/2020,ABW,Aruba,National,
29/03/2020,AFG,Afghanistan,National,
29/03/2020,AGO,Angola,National,
29/03/2020,AIA,Anguilla,National,
29/03/2020,ALB,Albania,National,
29/03/2020,AND,Andorra,National,
29/03/2020,ARE,United Arab Emirates,National,
29/03/2020,ARG,Argentina ,National,
29/03/2020,ARM,Armenia,National,
29/03/2020,AUS,Australia,Localized,
29/03/2020,AUT,Austria,National,
29/03/2020,AZE,Azerbaijan,National,
29/03/2020,BEL,Belgium,National,
29/03/2020,BFA,Burkina Faso ,National,
29/03/2020,BGD,Bangladesh,National,
29/03/2020,BGR,Bulgaria,National,
29/03/2020,BHR,Bahrain,National,
29/03/2020,BHS,Bahamas,National,Data on enrolment in tertiary education programmes is not available.
29/03/2020,BIH,Bosnia and Herzegovina,National,
29/03/2020,BLZ,Belize,National,
29/03/2020,BMU,Bermuda,National,
29/03/2020,BOL,Bolivia (Plurinational State of),National,Data on enrolment in tertiary education programmes is not available.
29/03/2020,BRA,Brazil,Localized,
29/03/2020,BRB,Barbados,National,
29/03/2020,BTN,Bhutan,National,
29/03/2020,BWA,Botswana,National,
29/03/2020,CAN,Canada,Localized,"The ten Provinces and three Territories have mandated closures of educational institutions, with varying dates, which in some cases coincide with the term break and therefore not related to COVID-19. "
29/03/2020,CHE,Switzerland,National,
29/03/2020,CHL,Chile,National,
29/03/2020,CHN,China,National,
29/03/2020,CHN,"China, Hong Kong Special Administrative Region",National,
29/03/2020,CHN,"China, Macao Special Administrative Region",National,
29/03/2020,CIV,Cote d'Ivoire,National,
29/03/2020,CMR,Cameroon,National,
29/03/2020,COD,Democratic Republic of the Congo,National,
29/03/2020,COK,Cook Islands,National,
29/03/2020,COL,Colombia,National,
29/03/2020,COM,Comoros,National,
29/03/2020,CRI,Costa Rica,National,
29/03/2020,CUB,Cuba,National,
29/03/2020,CUW,Curaçao,National,
29/03/2020,CYM,Cayman Islands,National,Data on enrolment in tertiary education programmes is not available.
29/03/2020,CYP,Cyprus,National,
29/03/2020,CZE,Czechia,National,
29/03/2020,DEU,Germany,National,
29/03/2020,DJI,Djibouti,National,
29/03/2020,DMA,Dominica,National,Data on enrolment in tertiary education programmes is not available.
